stn_num,name,Lat,Lon
9823,GEOVON,-33.6833,122.5
8315,GERALDTON AIRPORT,-28.8047,114.6989
8051,GERALDTON AIRPORT COMPARISON,-28.7953,114.6975
8050,GERALDTON TOWN,-28.7769,114.605
12203,GHOOLI,-31.255,119.4544
8288,GHURKA,-28.2575,114.6033
2009,GIBB RIVER,-16.4202,126.4412
12144,GIBB ROCK,-32.1,119.2
10881,GIBB ROCK,-32.1336,119.0261
9703,GIBSONS SOAK,-33.6,121.8
12031,GIDGEE BIRRIGRIN,-27.5058,119.515
12110,GIDGEE GOLD MINE,-27.2533,119.4075
9066,GIDGEGANNUP,-31.7906,116.1976
9062,GIDGEGANNUP 1,-31.7833,116.2167
9267,GIDGEGANNUP NORTH,-31.7008,116.1847
10302,GIDGIE SPRINGS,-31.6681,116.2731
10105,GILAVIN,-30.6297,117.3675
13017,GILES METEOROLOGICAL OFFICE,-25.0341,128.301
12222,GILGAI,-31.25,119.95
12105,GILGAI FARM,-33.1833,121.65
10737,GILLIMINNING,-32.7,117.4
9218,GILLINGARRA,-30.9311,116.0417
8228,GIMLET HILL,-30.5939,116.5378
12245,GIN ROCKS,-29.7,121.7
12247,GINDALBIE,-30.2819,121.7606
10553,GINGARING,-32.4333,117.4
9018,GINGIN,-31.3461,115.9031
9178,GINGIN AERO,-31.4628,115.8642
9085,GINGIN BROOK,-31.3,115.6
9123,GINGIN FORESTRY 2,-31.3786,115.7861
9124,GINGIN FORESTRY 3,-31.4531,115.8058
7212,GINGINJIBBY,-24.6141,117.653
10738,GINGINNING,-32.7,117.7
5045,GIRALIA,-22.685,114.3673
12271,GLADIATOR G.M.,-28.1167,122.3333
10084,GLAMOFF,-30.1056,117.3597
10187,GLEN ERIN,-31.9,118.25
10740,GLEN ERNE,-32.55,116.9
5036,GLEN FLORRIE STATION,-22.9367,115.9825
9051,GLEN FORREST,-31.9211,116.0908
2004,GLEN HILL,-16.5833,128.3667
9780,GLEN ISTLE,-34.3842,116.1025
9548,GLEN IVOR,-33.6167,116
10554,GLEN LOSSIE,-33.8167,117.1667
9705,GLEN MERVYN,-33.5203,116.0742
10741,GLEN ORA,-32.6,117.4
7193,GLEN STATION,-27.0497,117.65
10794,GLEN VALE,-33.15,118.0167
9550,GLEN WARREN,-34.4189,116.2086
13002,GLEN-AYLE,-25.2661,122.0433
10289,GLENAVON,-31.7364,117.415
9646,GLENBOURNE,-33.9,115
7029,GLENBURGH,-25.4333,116.1167
9704,GLENCOE,-34.1,116.9833
10739,GLENCOVE,-33.5,117.6
9019,GLENEAGLE,-32.2833,116.1833
9132,GLENEAGLE PLUVIO,-32.2833,116.1833
8052,GLENEVA,-28.17,114.7614
8016,GLENFERRIE,-30.445,117.0406
9906,GLENGARREN,-34.1378,116.2333
12217,GLENGILLY,-31.5333,119.1
9821,GLENGOWAN,-33.8,122.6667
8053,GLENMORE,-30.75,116.7
10823,GLENMORE,-32.2344,117.6444
9963,GLENMORE,-33.6858,115.0153
9549,GLENORAN,-34.3,115.9833
9856,GLENORCHY,-33.7,116.7
12032,GLENORN,-29.0869,121.6753
9706,GLENPENNENT,-34.3,116.3
10087,GLENROE,-31.9667,116.8667
10831,GLENROSE,-33.4836,117.61
2042,GLENROY,-17.3594,126.1086
9222,GLENROYD,-31.7422,116.2144
8054,GLENVAR,-30.7989,116.8936
9707,GLENWOOD,-33.2,116.4
10890,GNAMMA,-33.6467,120.4319
9119,GNANGARA,-31.7758,115.9433
9262,GNANGARA PARK,-31.6439,115.8281
6023,GNARALOO,-23.8222,113.5256
6109,GNARALOO - 3 MILE CAMP,-23.8761,113.4972
10557,GNARMING,-32.6,118.3
10822,GNARMING 2,-32.6,118.2
10523,GNOWANALLUP,-33.5833,118.2333
10558,GNOWANGERUP,-33.9372,118.0075
8180,GNOWELLAN,-30.65,117.1078
7173,GNOWS NEST,-28.5833,116.8667
3014,GOGO STATION,-18.2914,125.5869
12251,GOLDEN DOWNS,-28,123.45
7174,GOLDEN GROVE,-28.7,116.9333
10880,GOLDEN PARK,-34.3131,118.9894
12224,GOLDEN RIDGE,-30.8483,121.655
12231,GOLDEN VALLEY,-30.8667,119.0333
4074,GOLDSWORTHY,-20.3422,119.5206
10026,GOODLANDS,-30.0606,117.1417
10057,GOODLANDS 2,-30.1,117.1
10058,GOOMALLING,-31.2994,116.8269
10059,GOOMARIN,-31.2347,118.4208
6024,GOOMBARDIE,-24.6667,114.35
10188,GOOMEARIN EAST,-31.2,118.5
12145,GOONGARRIE,-30.05,121.15
9226,GOORALONG ORCHARD,-32.2667,116.0833
2010,GORDON DOWNS,-18.7506,128.5842
9740,GORDON RIVER,-34.2358,117.1869
9745,GORDON RIVER,-34.2492,117.2444
10847,GORDON VALE,-32.1167,118.4
10559,GORGE ROCK,-32.5,118
12028,GORYA VALLEY,-33.0372,121.6644
9048,GOSNELLS,-32.1,116
9049,GOSNELLS 2,-32.0783,116.0017
9106,GOSNELLS CITY,-32.0481,115.9844
8055,GOWRIE,-30.3,116.8
10060,GRABALL,-31.9889,118.5106
10560,GRAHAM ROCK,-32.5403,119.1122
13032,GRANITE PEAK,-25.6361,121.3533
12033,GRASS PATCH,-33.2256,121.7375
12146,GRASS PATCH EAST,-33.25,121.8167
10150,GRASS VALLEY,-31.6358,116.7969
9551,GRASSMERE,-35.0151,117.7577
8057,GREEN GROVE,-29.5486,115.0689
10165,GREEN HILLS,-31.9408,116.9839
9552,GREENBUSHES,-33.8564,116.055
9708,GREENFIELDS,-33.9,116.35
10745,GREENLANDS,-32.2,117.75
9020,GREENMOUNT,-31.9,116.0567
8058,GREENOUGH,-29,114.8
10189,GREENS FARM,-31.1,117.5
9869,GREENSLOPES,-32.7667,116.5833
2035,GREENVALE,-17.15,127.75
9022,GUILDFORD POST OFFICE,-31.8989,115.9719
7127,GULLEWA HOUSE,-28.6,116.3
7126,GULLEWA POST OFFICE,-28.7,116.3
7128,GUM CREEK,-26.9,119.25
10047,GUM PARK,-31.0467,118.1514
10743,GUNDARING,-33.3,117.3
10808,GUNGUNNU,-32.9167,118.4833
10562,GUNNERSIDE,-33.1639,118.2528
9709,GUNWARRIE,-34.3,117.2
8204,GUNYIDI,-30.2,116.1
8257,GUTHA,-28.9931,115.945
10744,GWAMBYGINE,-32,116.8
11006,HAIG,-31.0064,126.0889
9834,HAKEA,-33.6983,120.5492
8238,HAKEA,-30.0989,116.2339
2079,HALLS CREEK AIRPORT,-18.2337,127.6666
2071,HALLS CREEK COMPARISON (OLD),-18.2303,127.6625
2012,HALLS CREEK METEOROLOGICAL OFFICE,-18.2291,127.6636
9572,HALLS HEAD,-32.5385,115.7002
9553,HAMEL,-32.8683,115.9139
6025,HAMELIN POOL,-26.3994,114.1658
6026,HAMELIN STATION,-26.4278,114.1916
5005,HAMERSLEY,-22.2794,117.6775
9229,HAMPTON DOWNS,-31.3556,115.97
9988,HAPPY VALLEY,-33.6808,115.6242
10061,HAPPY VALLEY,-31.1417,116.9558
4092,HARDING DAM,-20.9786,117.0953
5057,HARDING RIVER,-21.3417,117.0833
4076,HARDING RIVER 2,-21.175,117.2208
4087,HARDING RIVER 3,-21.2333,117.05
5046,HARDY JUNCTION,-22.7,116.1
10603,HARTWOOD,-32.4231,118.2003
9812,HARVEY,-33.0789,115.8806
9554,HARVEY POST OFFICE,-33.08,115.8917
9934,HARVEY WATER RESOURCES,-33.0767,115.91
10063,HAWTHORNDEN,-31.5136,116.4583
9844,HAY PARK,-33.3694,115.6378
9886,HAZELMERE,-33.7917,116.6031
9919,HAZELVALE,-34.9,116.7881
9653,HEARTLEA,-34.1,116.5
9086,HENDERSON NAVAL BASE,-32.1,115.75
9670,HENDRA,-34.245,115.1433
9982,HENTY BROOK,-33.3889,115.8507
9057,HERNE HILL,-31.8186,116.0378
9244,HERNE HILL,-31.8219,116.0367
12035,HIGGINSVILLE,-31.7333,121.6333
8269,HIGH PLAINS,-28.2667,114.7144
10563,HIGHBURY,-33.0589,117.2342
8077,HIGHFIELDS,-29.6006,115.9392
12311,HILL PLAINS,-33.4661,122.3973
9088,HILL RIVER,-30.3,115.4
6070,HILL SPRINGS,-24.3058,114.5003
9571,HILLCREST,-33.8592,116.19
12233,HILLCREST,-31.2,119.15
10564,HILLCROFT,-32.3472,116.8553
9859,HILLMAN,-33.3061,116.8031
8059,HILLRIVER FARM,-28.7,114.7
4015,HILLSIDE STATION,-21.7219,119.3989
7031,HILLVIEW,-26.9033,118.8361
9915,HILLVIEW FARM,-32.9981,115.9211
10151,HINES HILL,-31.5317,118.0986
12147,HIRSH FARM,-31.6,119.3
9783,HITHERGREEN,-33.7,115.5158
12284,HOLLETON,-31.9197,119.2575
12148,HOLLETON 1,-31.9,119
12243,HOLLETON 2,-32,119
10291,HOLMFIELD,-30.6756,117.6044
10565,HOLT ROCK,-32.6744,119.4144
10813,HOLT ROCK 2,-32.7644,119.2956
200733,HOME ISLAND,-12.1122,96.8933
1028,HOME VALLEY,-15.7231,127.8292
9731,HOMEBUSH,-33.1,115.9
12149,HONEY LEA,-33.2,121.65
5073,HOOLEY,-21.8836,118.2217
9253,HOPELANDS,-32.3914,115.8489
9557,HOPETOUN,-33.9327,120.0944
9961,HOPETOUN NORTH,-33.9306,120.1283
10566,HORSESHOE,-33.5708,117.2022
10826,HORSHAM FARM 2,-32.0833,118.55
8168,HOWATHARRA,-28.5447,114.6241
10567,HUCKNELL,-32.2,118.3
9936,HUNTLY,-32.6239,116.0603
9659,HUNTLY,-32.6,116.05
8061,HYDE PARK,-30.2842,116.6328
10568,HYDEN,-32.4419,118.8983
12192,HYDEN 1,-32.2333,120.4
12193,HYDEN 2,-32.2167,120.5
12194,HYDEN 3,-32.32,120.0517
10705,HYDEN NORTH,-32.3231,118.8264
10569,HYDEN ROCK SOUTH,-32.5,118.9
12077,I DUNNO,-32.8606,121.7081
9558,IAWAKIA,-34.6922,117.2347
12036,IDA VALLEY,-28.7053,120.5058
12240,ILKURLKA,-28.3514,127.5169
9523,ILLALANGI,-34.9728,117.2669
8062,ILLANA,-28.8,115.3
7033,ILLGARARIE,-24.3444,119.5808
7032,ILLGIDDY,-27.6292,117.4867
10818,ILLOURA,-33.5694,116.8933
8063,INDARRA,-28.55,115.3
8064,INDARRIE,-30.6719,116.3078
4016,INDEE,-20.7867,118.5972
10921,INGLEBOURNE,-34.2351,118.2224
7158,INGLEWOOD,-27.6167,118.9333
10056,INKPEN,-31.8042,116.4169
9196,INNAMINCKA,-31.5667,116.1
7500,INNOUENDY,-25.6939,116.5381
9925,IRONSTONE GULLY,-33.6617,115.7067
8276,IRWIN HOUSE,-29.2236,115.1075
3049,ISADELL DOWNS,-16.9,125.7
11020,ISRAELITE BAY,-33.6,123.8
8065,ISSEKA,-28.4292,114.6542
2013,IVANHOE STATION,-15.69,128.6833
12230,IVES FIND,-31.3667,121.8333
10570,JACOBS WELL,-32,117.2
10905,JACUP,-33.8878,119.1092
10689,JACUP DAM,-33.8272,119.2483
10571,JALNA,-32.3789,116.8258
10572,JAM VALE,-34.2675,118.5064
13031,JAMESON RANGE,-25.8594,127.6556
8312,JAMINDA SPRINGS,-28.4928,114.7167
9172,JANDAKOT AERO,-32.1011,115.8794
9170,JANDAKOT UNIVERSITY STN,-32.1644,115.8306
9711,JARNADUP,-34.2833,116.1
10163,JAROMA,-31.7706,117.1433
9023,JARRAHDALE,-32.3342,116.0755
9089,JARRAHDALE MILL,-32.4,116.0167
9245,JARRAHDALE MINESITE,-32.2917,116.1022
9842,JARRAHWOOD,-33.7964,115.6658
9729,JEDAVYN,-34.5458,118.1947
12037,JEEDAMYA,-29.4033,121.2736
12211,JEEDAMYA WOOLSHED,-29.4833,121.2667
10675,JELCOBINE,-32.5,116.8
10065,JENNABERRING,-31.9,117.5
10292,JENNACUBBINE,-31.4106,116.7175
10066,JENNAPULLIN,-31.5167,116.7
9798,JERDACUTTUP,-33.8847,120.4222
12238,JERICHO FARM,-31.55,119.25
10707,JERRAMUNGUP,-33.9414,118.9203
10672,JERRAMUNGUP,-33.9167,118.95
10706,JESMOND,-32.8,118.5025
10191,JIBBERDING,-30,116.85
13003,JIGALONG,-23.3594,120.7797
12150,JILBADJI,-31.8,118.9
12246,JILLIBY,-33.6047,121.9206
6027,JIMBA JIMBA,-25.0442,115.1331
9978,JINDONG,-33.7563,115.2096
10573,JINGALUP,-33.9,117.0333
7034,JINGEMARRA,-27.7444,116.7439
10080,JINGYMIA,-30.5006,117.4028
10574,JITARNING,-32.7833,118
7166,JOHARDO,-28.35,116.55
9824,JONEGATUP,-33.6519,120.9986
10067,JOUERDINE SOUTH,-30.7286,118.4147
10192,JOURERDINE,-30.5539,118.2828
3009,JUBILEE DOWNS,-18.3547,125.3033
10858,JUBUK,-32.3167,117.6833
7030,JUDAL STATION,-26.1142,117.5047
10303,JULIMAR FARMS,-31.5069,116.3081
9268,JULIMAR FOREST,-31.4566,116.3701
13036,JUNDEE,-26.3508,120.6408
9131,JURIEN BAY,-30.3081,115.0311
10069,JUROKINE,-31.3,116.6
2069,KACHANA,-16.4433,127.7836
10193,KAILOA,-31.4019,117.2717
9058,KALAMUNDA,-31.9822,116.0594
10070,KALANNIE,-30.3686,117.1133
8251,KALBARRI,-27.7119,114.165
9074,KALBYAMBA,-32.0167,115.9333
9559,KALGAN RIVER,-34.9097,117.9942
12039,KALGOORLIE POST OFFICE,-30.75,121.4667
12302,KALGOORLIE RFDS BASE,-30.7256,121.4653
12038,KALGOORLIE-BOULDER AIRPORT,-30.7847,121.4533
10146,KALGUDDERING,-31,116.8
8265,KALLADALE,-29.68,115.2683
9174,KALLAROO,-31.7833,115.7333
7035,KALLI,-26.8936,117.1211
1019,KALUMBURU,-14.2964,126.6453
1021,KALUMBURU MISSION,-14.2961,126.6431
3065,KALYEEDA,-18.55,124.7167
12117,KAMBALDA WEST,-31.2186,121.6181
12191,KANANDAH,-30.8958,124.8658
10255,KANBANAH,-31.3333,117.1533
12140,KANGA DOWNS,-33.3619,121.0614
4056,KANGAN,-21.1,118.5167
9090,KANGAROO GULLY,-32.1,116.1
5037,KANGIANGI,-21.7,117.45
10194,KANIMBLA,-31.8,117
12040,KANOWNA,-30.6,121.6
12151,KARALEE,-31.3,119.85
7155,KARALUNDI,-26.1317,118.6833
10195,KARARA,-29.2392,116.7122
8283,KARAWA,-30.1453,116.3844
5098,KARIJINI NORTH,-22.2999,118.4498
8048,KARINGA,-29.3,116.2
10901,KARINGAL,-33.8731,118.2003
10903,KARINGAL-TINCURRIN,-32.9258,117.7994
10197,KARINIA,-31.1,117.95
10576,KARLGARIN,-32.5,118.7089
10747,KARLGARIN EAST,-32.4972,118.7167
10577,KARLGARIN HILL,-32.4828,118.5842
10578,KARLGARIN SOUTH,-32.6,118.6
10071,KARLONING,-30.6447,118.13
12097,KARMALA,-31.15,118.95
9111,KARNET,-32.4389,116.0789
12041,KARONIE,-30.9667,122.5333
9168,KARRAGULLEN,-32.1189,116.1203
9015,KARRAGULLEN NORTH,-32.0887,116.1259
9899,KARRALEA,-34.8883,118.0789
12294,KARRAMANDE,-33.4133,121.1442
4083,KARRATHA AERO,-20.7097,116.7742
5052,KARRATHA STATION,-20.8831,116.6725
4099,KARRATHA TOWN,-20.7381,116.8489
5083,KARRATHA WATER RESOURCES,-20.7692,116.8603
9980,KARRI VALLEY RESORT,-34.4211,115.8519
9560,KARRIDALE,-34.2,115.1
9958,KARRIVALE,-34.6625,117.8394
1000,KARUNJIE,-16.2919,127.1956
10916,KATANNING,-33.6856,117.6064
10579,KATANNING COMPARISON,-33.6886,117.5553
12042,KATHLEEN VALLEY,-27.5,120.5167
12312,KATTA BAREGA,-33.5906,122.4519
10819,KATTAGANNA,-33.7344,119.1
10580,KAYBALLUP,-33.7822,119.9436
10073,KELLERBERRIN,-31.6183,117.7217
10072,KELLERBERRIN SOUTH,-31.7211,117.6586
9190,KELMSCOTT,-32.13,116.005
9198,KELMSCOTT 2,-32.1261,116.0358
9140,KELMSCOTT FORESTRY,-32.1333,116.0167
9951,KELVIN BANK,-34.3175,116.5831
10264,KENANDRA,-30.1547,117.8214
9561,KENDENUP,-34.4858,117.6289
9888,KENDENUP SOUTH,-34.5147,117.6692
10540,KENILWORTH TU,-32.4667,116.8
9562,KENINUP,-33.9333,116.5667
10862,KENMERE,-33.55,117.3167
5047,KERDIADARY,-22.25,119.1
9110,KEVALA,-30.0233,115.2375
10859,KIA ORA,-32.9,119.5333
10701,KILBURNIE,-33.8922,117.4283
10748,KILCOAN,-32.55,118.45
7036,KILLARA,-26.3475,118.9583
9712,KILLARA 2,-34.1,115.8
8205,KILLARNEY,-30.1,116.8
3041,KILTO STATION,-17.6924,122.7127
9784,KIMBERLEY,-34.9319,117.1606
1030,KIMBERLEY COASTAL CAMP,-14.5786,125.9133
3010,KIMBERLEY DOWNS,-17.3927,124.3574
2014,KIMBERLEY RES.STATION,-15.6545,128.7091
3073,KIMBOLTON,-16.6872,123.8375
3061,KIMBOLTON RANGE STATION 1,-16.695,123.8625
11043,KINCLAVEN,-30.895,125.5117
9831,KING RIVER,-34.9173,117.8862
9564,KING RIVER,-34.9431,117.9242
10682,KING ROCK 2,-32.3,119.1
10581,KING ROCKS,-32.2894,119.1358
9217,KINGSLEY,-31.8097,115.8183
2060,KINGSTON REST,-16.0397,128.415
9860,KINGSTONE,-34.05,116.85
9713,KINGURA,-34.3,116.2
10074,KIRAMI,-31,117.9
3082,KIRBY GARDENS,-17.8672,122.3631
7037,KIRKALOCKA,-28.5564,117.7803
9714,KIRUP,-33.7039,115.8903
12212,KITCHENER,-31.0319,124.1889
10119,KITLANE,-31.795,118.3947
8206,KOCKATEA,-28.7,115.55
9565,KOJANEERUP,-34.5319,118.2781
10700,KOJONOLOKAN HILLS,-33.4972,117.3131
10582,KOJONUP,-33.83,117.159
8066,KOKARDINE,-30.7008,117.0608
10583,KONDININ,-32.4947,118.2675
8254,KONDUT,-30.7092,116.7744
8102,KONDUT EAST,-30.675,116.9389
10076,KONNONGORRING,-31.0597,116.7319
8067,KOOBABBIE,-29.9414,116.2003
8207,KOOJAN,-30.8,116
12043,KOOKYNIE,-29.3361,121.4944
3069,KOOLAN ISLAND,-16.1306,123.7764
8069,KOOLANOOKA DAM,-29.3,116.1
8068,KOOLANOOKA EAST,-29.3,116.05
10749,KOOLBERIN,-32.1,118.2
5006,KOOLINE,-22.9119,116.2903
12227,KOOLYANOBBING,-30.8183,119.5197
10293,KOOLYARLEE,-31.8,118.6
10196,KOOMBERKINE,-31.1,117.0167
10298,KOONADGIN,-31.5594,118.5819
10202,KOONDA,-30.7,117.25
7038,KOONMARRA,-26.275,117.7842
12152,KOORARAWALYEE,-31.2608,120.0217
10077,KOORDA,-30.825,117.4825
5033,KOORDARRIE,-22.3419,114.9319
10668,KOORIKIN,-32.4692,118.1458
12307,KOORINGA DOWNS,-33.6844,122.8728
10276,KORBEL,-31.6,118.1167
12103,KORONG,-28.62,121.0167
10078,KORRELOCKING POST OFFICE,-31.2,117.4833
10237,KORRELOCKING SOUTH,-31.3,117.4833
9566,KUDARDUP,-34.3,115.1
10665,KUKERIN,-33.1886,118.0839
10584,KULIN,-32.6719,118.1547
10585,KULIN ROCK,-32.6,118.15
10081,KULJA,-30.4667,117.2833
10751,KULYALLING,-32.5,116.9833
7152,KUMARINA,-24.75,119.6056
12153,KUMARL,-32.8,121.7
12310,KUMARL EAST,-32.7561,121.7547
10586,KUMMININ,-32.0081,118.2319
10587,KUMMININ SOUTH,-32.2,118.3333
10683,KUNDIP,-33.7,120.2
10752,KUNJIN,-32.4,117.75
10906,KUNJIN,-32.3275,117.7206
1004,KUNMUNYA,-15.4167,124.7167
10082,KUNUNOPPIN,-31.1125,117.9186
2038,KUNUNURRA,-15.7828,128.7353
2056,KUNUNURRA AERO,-15.7814,128.71
2067,KUNUNURRA CHECKPOINT,-15.9816,128.9991
9668,KURANDA,-33.6739,116.6475
1009,KURI BAY,-15.4875,124.5222
10588,KURINGUP,-33.5303,118.305
12154,KURNALPI,-30.5,122.2
10100,KURRAJONG,-31.7983,118.5458
10691,KURRARA PARK,-33.0964,117.4047
10684,KURREN KUTTEN,-32.2,118.1
10753,KURRENKUTTEN SOUTH,-32.3,118.1
9232,KURRIE,-31.1833,115.8
10754,KWEDA,-32.4,117.4
9064,KWINANA BP REFINERY,-32.2258,115.7611
10589,KWOBRUP,-33.61,117.9878
10199,KWOLYIN,-31.9,117.7
11050,KYBO,-31.0239,126.5842
12249,L.S.D.MINE,-31.6333,119.5667
10756,LA LEONESA,-32.9,116.7
9664,LADYVALE,-34.0667,116.1
2044,LAKE ARGYLE RESORT,-16.1119,128.7414
7039,LAKE AUSTIN,-27.6,117.9
10591,LAKE BIDDY,-32.9875,118.9394
10086,LAKE BROWN,-30.9333,118.3333
10606,LAKE CAMM,-32.9267,119.5775
10830,LAKE CARMODY,-32.5167,119.2333
10670,LAKE CARMODY,-32.4831,119.3625
9277,LAKE CHITTERING,-31.4319,116.0856
12156,LAKE DARLOT,-27.9,121.3
10855,LAKE FOX,-32.85,119.5333
10911,LAKE GRACE,-33.1006,118.4647
10899,LAKE GRACE CATCHMENT,-33.1044,118.4897
10592,LAKE GRACE COMPARISON,-33.1006,118.4625
10201,LAKE GRADY,-30.4,117.4
8070,LAKE HINDS,-30.7819,116.5058
10755,LAKE JILAKIN,-32.7,118.4
10593,LAKE KING,-33.0872,119.6758
12196,LAKE KING 5,-32.8,120.7167
9133,LAKE LESCHENAULTIA,-31.8511,116.2539
10594,LAKE MAGENTA,-33.3333,119.1686
12210,LAKE MASON,-27.5878,119.5211
9568,LAKE MUIR,-34.5167,116.6167
9210,LAKE NAMMEN,-30.8928,115.5789
8071,LAKE NINAN,-30.95,116.65
10596,LAKE PINGRUP,-33.4117,118.5111
9679,LAKE PRESTON LODGE 2 COMP.,-32.9939,115.7272
9995,LAKE SHASTER,-33.8044,120.6342
10797,LAKE TOOLBRUNUP,-34.2561,117.9261
8253,LAKE VIEW,-29.75,115.8833
12157,LAKE VIEW,-32.6,121.5
7136,LAKE VIEW DOWNS,-27.2,118
9800,LAKE WARDEN FARM,-33.8097,121.8511
10685,LAKESIDE,-32.2867,117.2525
7040,LAKESIDE,-27.5958,117.75
4057,LALLA ROOKH,-20.8833,119.15
2015,LAMBOO,-18.4086,127.3547
10085,LANAUBRA,-31.3,118
9114,LANCELIN,-31.016,115.3322
9280,LANCELIN (DEFENCE),-30.8392,115.2284
7041,LANDOR,-25.1303,116.9047
7207,LANDOR AIRSTRIP,-25.1283,116.9369
10678,LANDSCAPE HILL,-32.5167,117.3667
9674,LANGLEY PARK,-33.7953,122.1578
2053,LANSDOWNE,-17.6133,126.7442
2063,LARRANGANNI,-19.8761,128.4581
3088,LARRAWA,-18.8375,126.5247
2078,LARRAWA AIRFIELD,-18.8318,126.5301
8072,LATHAM,-29.7586,116.4444
8073,LATHAM EAST,-29.815,116.585
9996,LATITUDE 33 WINES,-33.8294,115.1903
3105,LAUREL DOWNS,-18.1105,125.3347
12045,LAVERTON,-28.6303,122.4072
12305,LAVERTON AERO,-28.6133,122.4236
12158,LAWLERS,-28.0833,120.55
5007,LEARMONTH AIRPORT,-22.2406,114.0967
5039,LEARMONTH ARTESIAN,-22.6,114.4
9118,LEDGE POINT,-31.15,115.4833
9199,LEEMAN,-29.9486,114.9781
9830,LEEWANA PARK,-33.8667,115.9
12300,LEINSTER,-27.9172,120.7
12314,LEINSTER AERO,-27.8386,120.7031
12119,LEINSTER DOWNS,-27.8483,120.6017
9228,LENNARDS BROOK,-31.3778,116.0481
7110,LENNONVILLE,-27.95,117.8667
12046,LEONORA,-28.8878,121.3295
12241,LEONORA AERO,-28.8789,121.3186
3011,LEOPOLD DOWNS,-17.7535,125.3807
3099,LEOPOLD DOWNS TBRG,-17.7535,125.3807
2055,LEWIS CREEK,-19.1,128.5333
8208,LEWISTON,-30.4,116.65
9688,LEYLAND,-33.3,115.6
9246,LEYTON,-30.9442,116.4989
10801,LIGHTWOODS,-33.6506,116.7156
10598,LILYDALE,-33.1975,116.9106
4018,LIMESTONE,-21.1833,119.8167
12047,LINDEN,-29.3,122.4
10599,LINTON,-33.1,117.3
8074,LINTONS STATION,-29.2,115.9833
2016,LISSADELL,-16.6742,128.5533
9985,LITTLE CHORKERUP,-34.8342,117.7919
9766,LITTLE GROVE,-35.0597,117.8658
3050,LIVERINGA LOWER,-17.95,124.1667
3100,LIVERINGA STATION,-17.9503,124.2653
3012,LIVERINGA UPPER,-18.0483,124.1728
12159,LLANGWIN FARM,-33.25,121.5167
8169,LOCHADA,-29.2,116.55
10666,LOCHNAGAR,-32.0394,118.9022
4058,LOCHNAVAR,-20.7,121.0167
9920,LOGUE BROOK DAM,-33.0067,115.9631
3031,LOMBADINA MISSION,-16.5167,122.8908
10757,LOMOS,-32.4,117.6
12160,LONE PINE,-31,119.5
10089,LONG FOREST,-31.3489,116.65
9164,LONG POINT,-32.3667,115.7167
8177,LONGVIEW,-30.8667,116.1167
10204,LONGWOOD FARM,-31.1,118.3
11007,LOONGANA,-30.9464,127.0356
9867,LORINNA,-33.6511,122.0161
13005,LORNA GLEN,-26.2253,121.5561
12223,LORT RIVER,-33.2204,121.3532
9816,LORT RIVER STATION,-33.7256,121.3014
10852,LOS NEGROS,-33.6833,119.45
10205,LOTHIAN,-31.9,117.7
9970,LOUGHREA,-33.8064,120.9128
2017,LOUISA DOWNS,-18.7106,126.7111
10206,LOVELL HILL,-31.9,117.9833
9651,LOWDEN,-33.5364,115.9472
9009,LOWER CHITTERING,-31.5998,116.1124
9134,LOWER CHITTERING 2,-31.5667,116.0958
9832,LOWER KALGAN,-34.9469,118.0039
9877,LUDLOW,-33.6033,115.4983
12080,LUKENDA,-33.5742,121.6467
3013,LULUIGUI,-18.145,124.0275
10865,LUMEAH,-34.0333,117.2667
9219,LUPIN VALLEY,-30.6919,115.8119
6029,LYNDON,-23.6361,115.2461
8075,LYNTON,-28.2103,114.305
6030,LYONS RIVER,-24.6314,115.3383
6112,LYONS RIVER AIRSTRIP,-24.62,115.3347
2018,MABEL DOWNS,-17.1792,128.1217
10208,MADINGA,-30.8,117.8
7042,MADOONGA,-26.9367,117.5928
11016,MADURA STATION,-31.9269,126.9733
10829,MAGEDUP,-33.9167,118.5333
10805,MAGENTA FARM,-33.4333,119.25
10840,MAGENTA SOUTH,-33.5,119.2167
10601,MAGIWIRUP,-34.1733,117.2589
9152,MAHOMET SPRINGS,-30.5003,115.7119
9182,MAIDA VALE,-31.9672,116.0231
9060,MAIDA VALE 2,-31.95,116
9675,MAIKURRA,-33.8117,122.445
10758,MAILEUP,-34.1,118.2
10870,MAINNERUP,-33.6914,119.6608
10207,MAITLAND,-31.2,118.4
12104,MALCOLM,-28.9,121.5
8311,MALLEE FARM,-27.9364,115.2972
8078,MALLEE VALE,-29.2419,115.7794
4059,MALLINA,-20.8822,118.0308
9195,MALMALLING,-31.95,116.3
10602,MALYALLING,-32.6983,117.6542
10810,MALYALLING ROCK,-32.7167,117.6067
8079,MANARRA,-29.0711,115.6261
8084,MANAVI,-30.2608,116.21
9092,MANDOGALUP,-32.2,115.8
4019,MANDORA,-19.7419,120.8433
9887,MANDURAH,-32.5211,115.75
9977,MANDURAH,-32.5219,115.7119
7043,MANFRED,-26.4458,116.5467
6031,MANGAROON,-23.915,115.6183
10090,MANGOWINE,-31,118.1
9573,MANJIMUP,-34.2508,116.145
9945,MANJIMUP (SMITHS BROOK TRIB),-34.3667,116.2
9933,MANJIMUP WA CHIP&PULP,-34.3367,116.1083
9935,MANJIMUP WATER RESOURCES,-34.2411,116.1433
10256,MANMANNING,-30.8333,117.1
9582,MANYPEAKS,-34.8389,118.1703
9851,MANYPEAKS,-34.9008,118.2019
